dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SEIR01_sl250_mr025_nv10_14,0.732,0.652,0.69,0.732,0.652,0.69,0.721,0.674,0.697
SEIR01_sl250_mr025_nv10_15,0.667,0.857,0.75,0.667,0.857,0.75,0.625,0.714,0.667
SEIR01_sl250_mr025_nv10_16,0.6,0.522,0.558,0.585,0.522,0.552,0.59,0.5,0.541
SEIR01_sl250_mr025_nv10_17,0.385,0.625,0.476,0.385,0.625,0.476,0.5,0.625,0.556
SEIR01_sl250_mr025_nv10_18,0.722,0.812,0.765,0.694,0.781,0.735,0.758,0.781,0.769
SEIR01_sl250_mr025_nv10_19,0.846,0.917,0.88,0.846,0.917,0.88,0.923,1,0.96
SEIR01_sl250_mr025_nv10_2,0.588,0.714,0.645,0.588,0.714,0.645,0.647,0.786,0.71
SEIR01_sl250_mr025_nv10_20,0.684,0.722,0.703,0.684,0.722,0.703,0.684,0.722,0.703
SEIR01_sl250_mr025_nv10_3,0.7,0.778,0.737,0.724,0.778,0.75,0.786,0.815,0.8
SEIR01_sl250_mr025_nv10_4,0.8,0.857,0.828,0.8,0.857,0.828,0.857,0.857,0.857
SEIR01_sl250_mr025_nv10_5,0.722,0.634,0.675,0.703,0.634,0.667,0.706,0.585,0.64
SEIR01_sl250_mr025_nv10_6,0.577,0.682,0.625,0.6,0.682,0.638,0.625,0.682,0.652
SEIR01_sl250_mr025_nv10_7,0.706,0.857,0.774,0.706,0.857,0.774,0.75,0.857,0.8
SEIR01_sl250_mr025_nv10_8,0.906,0.853,0.879,0.879,0.853,0.866,0.903,0.824,0.862
SEIR01_sl250_mr025_nv10_9,0.811,0.705,0.754,0.824,0.689,0.75,0.792,0.689,0.737
SEIR01_sl500_mr025_nv10_1,0.5,0.5,0.5,0.455,0.5,0.476,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_10,0.733,0.786,0.759,0.733,0.786,0.759,0.733,0.786,0.759
SEIR01_sl500_mr025_nv10_11,0.684,0.765,0.722,0.65,0.765,0.703,0.737,0.824,0.778
SEIR01_sl500_mr025_nv10_12,0.808,0.824,0.816,0.796,0.843,0.819,0.846,0.863,0.854
SEIR01_sl500_mr025_nv10_13,0.824,0.7,0.757,0.765,0.65,0.703,0.833,0.75,0.789
SEIR01_sl500_mr025_nv10_14,0.714,0.833,0.769,0.714,0.833,0.769,0.667,0.667,0.667
SEIR01_sl500_mr025_nv10_15,0.912,0.897,0.904,0.914,0.914,0.914,0.897,0.897,0.897
SEIR01_sl500_mr025_nv10_16,0.706,0.8,0.75,0.647,0.733,0.688,0.647,0.733,0.688
SEIR01_sl500_mr025_nv10_17,0.571,0.667,0.615,0.4,0.333,0.364,0.571,0.667,0.615
SEIR01_sl500_mr025_nv10_18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_19,0.6,0.75,0.667,0.6,0.75,0.667,0.667,0.75,0.706
SEIR01_sl500_mr025_nv10_2,0.667,0.75,0.706,0.667,0.75,0.706,0.75,0.75,0.75
SEIR01_sl500_mr025_nv10_20,0.793,0.719,0.754,0.774,0.75,0.762,0.719,0.719,0.719
SEIR01_sl500_mr025_nv10_3,0.8,0.762,0.78,0.8,0.762,0.78,0.81,0.81,0.81
SEIR01_sl500_mr025_nv10_4,0.75,0.857,0.8,0.75,0.857,0.8,0.75,0.857,0.8
SEIR01_sl500_mr025_nv10_5,0.429,0.6,0.5,0.429,0.6,0.5,0.429,0.6,0.5
SEIR01_sl500_mr025_nv10_6,0.904,0.887,0.895,0.906,0.906,0.906,0.911,0.962,0.936
SEIR01_sl500_mr025_nv10_7,0.861,0.912,0.886,0.861,0.912,0.886,0.861,0.912,0.886
SEIR01_sl500_mr025_nv10_8,0.727,1,0.842,0.727,1,0.842,0.8,1,0.889
SEIR01_sl500_mr025_nv10_9,0.8,0.889,0.842,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl1000_mr025_nv10_1,0.714,0.714,0.714,0.714,0.714,0.714,0.733,0.786,0.759
SIR003_sl1000_mr025_nv10_10,0.833,0.769,0.8,0.833,0.769,0.8,0.692,0.692,0.692
SIR003_sl1000_mr025_nv10_11,0.692,0.6,0.643,0.68,0.567,0.618,0.6,0.6,0.6
SIR003_sl1000_mr025_nv10_12,0.854,0.837,0.845,0.854,0.837,0.845,0.784,0.816,0.8
SIR003_sl1000_mr025_nv10_13,0.571,0.364,0.444,0.571,0.364,0.444,0.545,0.545,0.545
SIR003_sl1000_mr025_nv10_14,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl1000_mr025_nv10_15,0.789,0.625,0.698,0.789,0.625,0.698,0.72,0.75,0.735
SIR003_sl1000_mr025_nv10_16,0.75,0.706,0.727,0.75,0.706,0.727,0.647,0.647,0.647
SIR003_sl1000_mr025_nv10_17,0.783,0.783,0.783,0.792,0.826,0.809,0.864,0.826,0.844
SIR003_sl1000_mr025_nv10_18,1,1,1,1,1,1,1,1,1
SIR003_sl1000_mr025_nv10_19,0.75,0.75,0.75,0.75,0.75,0.75,0.68,0.708,0.694
SIR003_sl1000_mr025_nv10_2,0.882,0.789,0.833,0.882,0.789,0.833,0.75,0.789,0.769
SIR003_sl1000_mr025_nv10_20,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl1000_mr025_nv10_3,0.952,0.769,0.851,0.955,0.808,0.875,1,0.731,0.844
SIR003_sl1000_mr025_nv10_4,0.833,0.806,0.82,0.867,0.839,0.852,0.781,0.806,0.794
SIR003_sl1000_mr025_nv10_5,0.75,0.857,0.8,0.75,0.857,0.8,0.75,0.857,0.8
SIR003_sl1000_mr025_nv10_6,0.842,0.696,0.762,0.842,0.696,0.762,0.8,0.696,0.744
SIR003_sl1000_mr025_nv10_7,0.562,0.562,0.562,0.529,0.562,0.545,0.625,0.625,0.625
SIR003_sl1000_mr025_nv10_8,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl1000_mr025_nv10_9,0.739,0.607,0.667,0.739,0.607,0.667,0.667,0.643,0.655
SIR003_sl1000_mr05_nv10_1,0.8,0.706,0.75,0.812,0.765,0.788,0.8,0.706,0.75
SIR003_sl1000_mr05_nv10_10,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl1000_mr05_nv10_11,0.724,0.6,0.656,0.724,0.6,0.656,0.676,0.657,0.667
SIR003_sl1000_mr05_nv10_12,0.865,0.818,0.841,0.865,0.818,0.841,0.815,0.8,0.807
SIR003_sl1000_mr05_nv10_13,0.86,0.768,0.811,0.86,0.768,0.811,0.774,0.732,0.752
SIR003_sl1000_mr05_nv10_14,0.909,1,0.952,1,1,1,0.909,1,0.952
SIR003_sl1000_mr05_nv10_15,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923
SIR003_sl1000_mr05_nv10_16,0.81,0.68,0.739,0.81,0.68,0.739,0.64,0.64,0.64
SIR003_sl1000_mr05_nv10_17,0.75,0.429,0.545,0.75,0.429,0.545,0.75,0.429,0.545
SIR003_sl1000_mr05_nv10_18,0.773,0.739,0.756,0.773,0.739,0.756,0.739,0.739,0.739
SIR003_sl1000_mr05_nv10_19,0.861,0.838,0.849,0.861,0.838,0.849,0.757,0.757,0.757
SIR003_sl1000_mr05_nv10_2,0.929,0.867,0.897,0.933,0.933,0.933,0.929,0.867,0.897
SIR003_sl1000_mr05_nv10_20,0.667,0.444,0.533,0.667,0.444,0.533,0.5,0.444,0.471
SIR003_sl1000_mr05_nv10_3,0.667,0.8,0.727,0.7,0.7,0.7,0.8,0.8,0.8
SIR003_sl1000_mr05_nv10_4,0.714,0.769,0.741,0.714,0.769,0.741,0.769,0.769,0.769
SIR003_sl1000_mr05_nv10_5,0.639,0.5,0.561,0.611,0.478,0.537,0.585,0.522,0.552
SIR003_sl1000_mr05_nv10_6,0.737,0.667,0.7,0.778,0.667,0.718,0.7,0.667,0.683
SIR003_sl1000_mr05_nv10_7,0.8,0.87,0.833,0.8,0.87,0.833,0.87,0.87,0.87
SIR003_sl1000_mr05_nv10_8,0.814,0.761,0.787,0.814,0.761,0.787,0.778,0.761,0.769
SIR003_sl1000_mr05_nv10_9,0.882,0.5,0.638,0.889,0.533,0.667,0.714,0.5,0.588
SIR003_sl1000_mr05_nv20_1,0.967,0.829,0.892,0.906,0.829,0.866,0.871,0.771,0.818
SIR003_sl1000_mr05_nv20_10,0.915,0.827,0.869,0.915,0.827,0.869,0.827,0.827,0.827
SIR003_sl1000_mr05_nv20_11,0.5,0.6,0.545,0.5,0.6,0.545,1,0.4,0.571
SIR003_sl1000_mr05_nv20_12,0.788,0.745,0.766,0.784,0.727,0.755,0.812,0.709,0.757
SIR003_sl1000_mr05_nv20_13,0.864,0.704,0.776,0.864,0.704,0.776,0.722,0.722,0.722
SIR003_sl1000_mr05_nv20_14,0.909,1,0.952,0.909,1,0.952,0.909,1,0.952
SIR003_sl1000_mr05_nv20_15,0.875,0.737,0.8,0.882,0.789,0.833,0.867,0.684,0.765
SIR003_sl1000_mr05_nv20_16,0.838,0.721,0.775,0.821,0.744,0.78,0.705,0.721,0.713
SIR003_sl1000_mr05_nv20_17,0.791,0.68,0.731,0.791,0.68,0.731,0.686,0.7,0.693
SIR003_sl1000_mr05_nv20_18,0.824,0.737,0.778,0.818,0.711,0.761,0.811,0.789,0.8
SIR003_sl1000_mr05_nv20_19,0.789,0.811,0.8,0.763,0.784,0.773,0.737,0.757,0.747
SIR003_sl1000_mr05_nv20_2,0.791,0.694,0.739,0.791,0.694,0.739,0.714,0.714,0.714
SIR003_sl1000_mr05_nv20_20,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_3,0.909,0.769,0.833,0.909,0.769,0.833,0.769,0.769,0.769
SIR003_sl1000_mr05_nv20_4,0.853,0.906,0.879,0.882,0.938,0.909,0.9,0.844,0.871
SIR003_sl1000_mr05_nv20_5,0.85,0.708,0.773,0.8,0.667,0.727,0.739,0.708,0.723
SIR003_sl1000_mr05_nv20_6,0.75,0.857,0.8,0.75,0.857,0.8,0.8,0.857,0.828
SIR003_sl1000_mr05_nv20_7,0.8,0.667,0.727,0.8,0.667,0.727,0.769,0.833,0.8
SIR003_sl1000_mr05_nv20_8,0.708,0.63,0.667,0.68,0.63,0.654,0.692,0.667,0.679
SIR003_sl1000_mr05_nv20_9,0.846,0.825,0.835,0.842,0.8,0.821,0.821,0.8,0.81
SIR003_sl1000_mr05_nv5_1,0.735,0.714,0.725,0.727,0.686,0.706,0.649,0.686,0.667
SIR003_sl1000_mr05_nv5_10,0.865,0.78,0.821,0.865,0.78,0.821,0.821,0.78,0.8
SIR003_sl1000_mr05_nv5_11,0.727,0.645,0.684,0.727,0.645,0.684,0.655,0.581,0.615
SIR003_sl1000_mr05_nv5_12,0.857,1,0.923,0.857,1,0.923,0.857,1,0.923
SIR003_sl1000_mr05_nv5_13,0.9,0.818,0.857,0.818,0.818,0.818,0.833,0.909,0.87
SIR003_sl1000_mr05_nv5_14,0.81,0.586,0.68,0.773,0.586,0.667,0.654,0.586,0.618
SIR003_sl1000_mr05_nv5_15,0.875,0.79,0.831,0.875,0.79,0.831,0.812,0.839,0.825
SIR003_sl1000_mr05_nv5_16,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr05_nv5_17,0.75,0.625,0.682,0.75,0.625,0.682,0.638,0.625,0.632
SIR003_sl1000_mr05_nv5_18,0.75,0.75,0.75,0.765,0.812,0.788,0.75,0.75,0.75
SIR003_sl1000_mr05_nv5_19,0.677,0.618,0.646,0.7,0.618,0.656,0.514,0.529,0.522
SIR003_sl1000_mr05_nv5_2,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl1000_mr05_nv5_20,0.769,0.769,0.769,0.769,0.769,0.769,0.833,0.769,0.8
SIR003_sl1000_mr05_nv5_3,0.778,0.875,0.824,0.778,0.875,0.824,0.667,0.75,0.706
SIR003_sl1000_mr05_nv5_4,0.917,0.786,0.846,0.917,0.786,0.846,0.929,0.929,0.929
SIR003_sl1000_mr05_nv5_5,0.889,0.727,0.8,1,0.727,0.842,1,0.636,0.778
SIR003_sl1000_mr05_nv5_6,1,0.364,0.533,0.8,0.364,0.5,0.556,0.455,0.5
SIR003_sl1000_mr05_nv5_7,0.83,0.595,0.693,0.83,0.595,0.693,0.616,0.608,0.612
SIR003_sl1000_mr05_nv5_8,0.867,0.52,0.65,0.875,0.56,0.683,0.636,0.56,0.596
SIR003_sl1000_mr05_nv5_9,0.682,0.625,0.652,0.682,0.625,0.652,0.714,0.625,0.667
SIR003_sl1000_mr1_nv10_1,0.722,0.765,0.743,0.684,0.765,0.722,0.737,0.824,0.778
SIR003_sl1000_mr1_nv10_10,0.7,0.636,0.667,0.75,0.545,0.632,0.727,0.727,0.727
SIR003_sl1000_mr1_nv10_11,0.778,0.7,0.737,0.818,0.9,0.857,0.727,0.8,0.762
SIR003_sl1000_mr1_nv10_12,0.667,0.593,0.627,0.708,0.63,0.667,0.692,0.667,0.679
SIR003_sl1000_mr1_nv10_13,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333
SIR003_sl1000_mr1_nv10_14,0.871,0.75,0.806,0.871,0.75,0.806,0.778,0.778,0.778
SIR003_sl1000_mr1_nv10_15,0.667,0.727,0.696,0.667,0.727,0.696,0.667,0.727,0.696
SIR003_sl1000_mr1_nv10_16,0.769,0.5,0.606,0.769,0.5,0.606,0.7,0.7,0.7
SIR003_sl1000_mr1_nv10_17,0.885,0.719,0.793,0.885,0.719,0.793,0.913,0.656,0.764
SIR003_sl1000_mr1_nv10_18,0.893,0.758,0.82,0.929,0.788,0.852,0.758,0.758,0.758
SIR003_sl1000_mr1_nv10_19,0.82,0.641,0.719,0.788,0.641,0.707,0.714,0.625,0.667
SIR003_sl1000_mr1_nv10_2,0.726,0.714,0.72,0.738,0.714,0.726,0.683,0.683,0.683
SIR003_sl1000_mr1_nv10_20,0.82,0.725,0.769,0.81,0.739,0.773,0.778,0.71,0.742
SIR003_sl1000_mr1_nv10_3,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826
SIR003_sl1000_mr1_nv10_4,0.889,0.828,0.857,0.893,0.862,0.877,0.828,0.828,0.828
SIR003_sl1000_mr1_nv10_5,0.75,0.667,0.706,0.857,0.667,0.75,1,0.556,0.714
SIR003_sl1000_mr1_nv10_6,0.88,0.733,0.8,0.917,0.733,0.815,0.7,0.7,0.7
SIR003_sl1000_mr1_nv10_7,1,0.625,0.769,0.833,0.625,0.714,0.75,0.75,0.75
SIR003_sl1000_mr1_nv10_8,0.844,0.771,0.806,0.844,0.771,0.806,0.771,0.771,0.771
SIR003_sl1000_mr1_nv10_9,0.7,0.778,0.737,0.875,0.778,0.824,1,0.667,0.8
SIR003_sl250_mr05_nv10_1,0.72,0.562,0.632,0.72,0.562,0.632,0.708,0.531,0.607
SIR003_sl250_mr05_nv10_10,0.571,0.632,0.6,0.6,0.632,0.615,0.588,0.526,0.556
SIR003_sl250_mr05_nv10_11,0.636,0.583,0.609,0.636,0.583,0.609,0.625,0.417,0.5
SIR003_sl250_mr05_nv10_12,0.562,0.692,0.621,0.562,0.692,0.621,0.6,0.692,0.643
SIR003_sl250_mr05_nv10_13,0.2,0.143,0.167,0.2,0.143,0.167,0.25,0.143,0.182
SIR003_sl250_mr05_nv10_14,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl250_mr05_nv10_15,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl250_mr05_nv10_16,0.7,0.636,0.667,0.625,0.455,0.526,0.625,0.455,0.526
SIR003_sl250_mr05_nv10_17,0.7,0.622,0.659,0.683,0.622,0.651,0.65,0.578,0.612
SIR003_sl250_mr05_nv10_18,0.545,0.444,0.49,0.545,0.444,0.49,0.55,0.407,0.468
SIR003_sl250_mr05_nv10_19,0.455,0.2,0.278,0.5,0.2,0.286,0.444,0.16,0.235
SIR003_sl250_mr05_nv10_2,0.8,0.857,0.828,0.8,0.857,0.828,0.917,0.786,0.846
SIR003_sl250_mr05_nv10_20,0.656,0.512,0.575,0.7,0.512,0.592,0.656,0.512,0.575
SIR003_sl250_mr05_nv10_3,0.773,0.773,0.773,0.762,0.727,0.744,0.818,0.818,0.818
SIR003_sl250_mr05_nv10_4,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl250_mr05_nv10_5,0.684,0.591,0.634,0.667,0.545,0.6,0.632,0.545,0.585
SIR003_sl250_mr05_nv10_6,0.786,0.667,0.721,0.778,0.636,0.7,0.88,0.667,0.759
SIR003_sl250_mr05_nv10_7,0.559,0.413,0.475,0.559,0.413,0.475,0.533,0.348,0.421
SIR003_sl250_mr05_nv10_8,0.75,0.529,0.621,0.75,0.529,0.621,0.818,0.529,0.643
SIR003_sl250_mr05_nv10_9,0.6,0.667,0.632,0.6,0.667,0.632,0.556,0.556,0.556
SIR003_sl500_mr05_nv10_1,0.75,0.857,0.8,0.75,0.857,0.8,0.857,0.857,0.857
SIR003_sl500_mr05_nv10_10,0.742,0.59,0.657,0.733,0.564,0.638,0.679,0.487,0.567
SIR003_sl500_mr05_nv10_11,0.8,0.667,0.727,0.833,0.833,0.833,0.667,0.667,0.667
SIR003_sl500_mr05_nv10_12,0.773,0.654,0.708,0.773,0.654,0.708,0.607,0.654,0.63
SIR003_sl500_mr05_nv10_13,0.829,0.708,0.764,0.814,0.729,0.769,0.825,0.688,0.75
SIR003_sl500_mr05_nv10_14,0.731,0.576,0.644,0.731,0.576,0.644,0.72,0.545,0.621
SIR003_sl500_mr05_nv10_15,0.933,0.737,0.824,0.929,0.684,0.788,0.933,0.737,0.824
SIR003_sl500_mr05_nv10_16,0.727,0.667,0.696,0.727,0.667,0.696,0.643,0.75,0.692
SIR003_sl500_mr05_nv10_17,0.727,0.8,0.762,0.727,0.8,0.762,0.8,0.8,0.8
SIR003_sl500_mr05_nv10_18,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769
SIR003_sl500_mr05_nv10_19,0.736,0.65,0.69,0.714,0.667,0.69,0.685,0.617,0.649
SIR003_sl500_mr05_nv10_2,0.824,0.824,0.824,0.824,0.824,0.824,0.788,0.765,0.776
SIR003_sl500_mr05_nv10_20,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl500_mr05_nv10_3,0.815,0.759,0.786,0.786,0.759,0.772,0.786,0.759,0.772
SIR003_sl500_mr05_nv10_4,0.857,0.692,0.766,0.857,0.692,0.766,0.85,0.654,0.739
SIR003_sl500_mr05_nv10_5,0.875,0.7,0.778,0.875,0.7,0.778,1,0.8,0.889
SIR003_sl500_mr05_nv10_6,0.684,0.619,0.65,0.684,0.619,0.65,0.571,0.571,0.571
SIR003_sl500_mr05_nv10_7,0.562,0.5,0.529,0.588,0.556,0.571,0.6,0.5,0.545
SIR003_sl500_mr05_nv10_8,0.733,0.733,0.733,0.733,0.733,0.733,0.667,0.667,0.667
SIR003_sl500_mr05_nv10_9,0.833,0.714,0.769,0.833,0.714,0.769,0.8,0.571,0.667
SIR01_sl1000_mr075_nv10_1,0.846,0.772,0.807,0.855,0.825,0.839,0.828,0.842,0.835
SIR01_sl1000_mr075_nv10_10,1,0.875,0.933,1,1,1,1,1,1
SIR01_sl1000_mr075_nv10_11,0.778,1,0.875,0.778,1,0.875,0.75,0.857,0.8
SIR01_sl1000_mr075_nv10_12,0.867,0.867,0.867,0.862,0.833,0.847,0.867,0.867,0.867
SIR01_sl1000_mr075_nv10_13,0.818,0.643,0.72,0.818,0.643,0.72,0.643,0.643,0.643
SIR01_sl1000_mr075_nv10_14,0.625,0.714,0.667,0.8,0.571,0.667,0.714,0.714,0.714
SIR01_sl1000_mr075_nv10_15,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_16,0.895,0.944,0.919,0.944,0.944,0.944,0.895,0.944,0.919
SIR01_sl1000_mr075_nv10_17,0.782,0.606,0.683,0.811,0.606,0.694,0.763,0.634,0.692
SIR01_sl1000_mr075_nv10_18,0.833,0.909,0.87,0.833,0.909,0.87,0.818,0.818,0.818
SIR01_sl1000_mr075_nv10_19,0.5,0.273,0.353,0.571,0.364,0.444,0.571,0.364,0.444
SIR01_sl1000_mr075_nv10_2,0.875,0.636,0.737,0.875,0.636,0.737,0.727,0.727,0.727
SIR01_sl1000_mr075_nv10_20,0.8,0.667,0.727,0.8,0.667,0.727,0.7,0.7,0.7
SIR01_sl1000_mr075_nv10_3,0.714,0.455,0.556,0.75,0.545,0.632,0.545,0.545,0.545
SIR01_sl1000_mr075_nv10_4,0.861,0.816,0.838,0.886,0.816,0.849,0.868,0.868,0.868
SIR01_sl1000_mr075_nv10_5,0.943,0.781,0.855,0.925,0.766,0.838,0.879,0.797,0.836
SIR01_sl1000_mr075_nv10_6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr075_nv10_7,0.909,0.833,0.87,0.909,0.833,0.87,0.917,0.917,0.917
SIR01_sl1000_mr075_nv10_8,0.909,0.625,0.741,0.917,0.688,0.786,0.909,0.625,0.741
SIR01_sl1000_mr075_nv10_9,0.818,0.667,0.735,0.818,0.667,0.735,0.773,0.63,0.694
SIR01_sl1000_mr15_nv10_1,0.8,0.571,0.667,0.818,0.571,0.673,0.818,0.571,0.673
SIR01_sl1000_mr15_nv10_10,0.808,0.656,0.724,0.808,0.656,0.724,0.759,0.688,0.721
SIR01_sl1000_mr15_nv10_11,0.875,0.583,0.7,0.875,0.583,0.7,0.667,0.667,0.667
SIR01_sl1000_mr15_nv10_12,0.75,0.5,0.6,0.75,0.5,0.6,0.722,0.542,0.619
SIR01_sl1000_mr15_nv10_13,0.9,0.529,0.667,0.909,0.588,0.714,1,0.588,0.741
SIR01_sl1000_mr15_nv10_14,0.889,1,0.941,0.889,1,0.941,0.889,1,0.941
SIR01_sl1000_mr15_nv10_15,0.767,0.605,0.676,0.733,0.579,0.647,0.583,0.553,0.568
SIR01_sl1000_mr15_nv10_16,0.667,0.857,0.75,0.667,0.857,0.75,0.714,0.714,0.714
SIR01_sl1000_mr15_nv10_17,0.875,0.7,0.778,0.938,0.75,0.833,0.933,0.7,0.8
SIR01_sl1000_mr15_nv10_18,0.895,0.739,0.81,0.879,0.739,0.803,0.791,0.768,0.779
SIR01_sl1000_mr15_nv10_19,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR01_sl1000_mr15_nv10_2,0.909,0.769,0.833,1,0.923,0.96,1,0.769,0.87
SIR01_sl1000_mr15_nv10_20,0.7,0.778,0.737,0.7,0.778,0.737,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_3,0.857,0.814,0.835,0.857,0.814,0.835,0.87,0.797,0.832
SIR01_sl1000_mr15_nv10_4,0.8,0.5,0.615,0.8,0.5,0.615,0.8,0.5,0.615
SIR01_sl1000_mr15_nv10_5,0.9,0.9,0.9,1,0.8,0.889,0.9,0.9,0.9
SIR01_sl1000_mr15_nv10_6,0.778,1,0.875,0.778,1,0.875,1,1,1
SIR01_sl1000_mr15_nv10_7,0.795,0.7,0.745,0.814,0.7,0.753,0.745,0.7,0.722
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75,0.857,0.6,0.706,0.8,0.8,0.8
SIR01_sl1000_mr15_nv10_9,0.714,0.714,0.714,0.75,0.714,0.732,0.714,0.714,0.714
SIR01_sl1000_mr15_nv20_1,0.857,0.75,0.8,0.828,0.75,0.787,0.774,0.75,0.762
SIR01_sl1000_mr15_nv20_10,0.769,0.769,0.769,0.75,0.692,0.72,0.769,0.769,0.769
SIR01_sl1000_mr15_nv20_11,0.881,0.881,0.881,0.852,0.881,0.867,0.845,0.831,0.838
SIR01_sl1000_mr15_nv20_12,0.889,0.533,0.667,0.818,0.6,0.692,0.727,0.533,0.615
SIR01_sl1000_mr15_nv20_13,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv20_14,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.444
SIR01_sl1000_mr15_nv20_15,0.455,0.357,0.4,0.5,0.429,0.462,0.429,0.429,0.429
SIR01_sl1000_mr15_nv20_16,0.826,0.905,0.864,0.826,0.905,0.864,0.773,0.81,0.791
SIR01_sl1000_mr15_nv20_17,0.923,0.857,0.889,0.923,0.857,0.889,0.917,0.786,0.846
SIR01_sl1000_mr15_nv20_18,0.964,0.9,0.931,0.964,0.9,0.931,0.903,0.933,0.918
SIR01_sl1000_mr15_nv20_19,0.891,0.804,0.845,0.911,0.804,0.854,0.898,0.863,0.88
SIR01_sl1000_mr15_nv20_2,0.714,0.5,0.588,0.833,0.5,0.625,0.5,0.5,0.5
SIR01_sl1000_mr15_nv20_20,0.857,0.857,0.857,0.857,0.857,0.857,0.846,0.786,0.815
SIR01_sl1000_mr15_nv20_3,1,0.6,0.75,1,0.6,0.75,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_4,0.855,0.768,0.809,0.897,0.754,0.819,0.855,0.768,0.809
SIR01_sl1000_mr15_nv20_5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
SIR01_sl1000_mr15_nv20_6,0.7,0.875,0.778,0.7,0.875,0.778,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_7,0.889,0.857,0.873,0.889,0.857,0.873,0.923,0.857,0.889
SIR01_sl1000_mr15_nv20_8,0.929,0.812,0.867,0.929,0.812,0.867,0.884,0.792,0.835
SIR01_sl1000_mr15_nv20_9,0.909,0.769,0.833,0.909,0.769,0.833,0.909,0.769,0.833
SIR01_sl1000_mr15_nv5_1,0.85,0.607,0.708,0.85,0.607,0.708,0.81,0.607,0.694
SIR01_sl1000_mr15_nv5_10,1,0.727,0.842,1,0.727,0.842,0.889,0.727,0.8
SIR01_sl1000_mr15_nv5_11,0.714,0.556,0.625,0.714,0.556,0.625,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_12,0.722,0.565,0.634,0.722,0.565,0.634,0.762,0.696,0.727
SIR01_sl1000_mr15_nv5_13,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
SIR01_sl1000_mr15_nv5_14,0.789,0.682,0.732,0.789,0.682,0.732,0.739,0.773,0.756
SIR01_sl1000_mr15_nv5_15,0.721,0.689,0.705,0.721,0.689,0.705,0.721,0.689,0.705
SIR01_sl1000_mr15_nv5_16,0.625,0.556,0.588,0.625,0.556,0.588,0.5,0.444,0.471
SIR01_sl1000_mr15_nv5_17,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_18,1,0.778,0.875,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr15_nv5_19,0.765,0.619,0.684,0.8,0.571,0.667,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_2,0.875,0.6,0.712,0.84,0.6,0.7,0.767,0.657,0.708
SIR01_sl1000_mr15_nv5_20,0.824,0.824,0.824,0.824,0.824,0.824,0.833,0.882,0.857
SIR01_sl1000_mr15_nv5_3,0.5,0.444,0.471,0.5,0.444,0.471,0.556,0.556,0.556
SIR01_sl1000_mr15_nv5_4,0.929,0.52,0.667,0.929,0.52,0.667,0.609,0.56,0.583
SIR01_sl1000_mr15_nv5_5,0.6,0.545,0.571,0.6,0.545,0.571,0.636,0.636,0.636
