edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Washington->Missouri,0.00,0.16,0.00,0.30,0.00,0.00,0.00
Maryland->Pennsylvania,0.00,0.10,0.80,1.20,0.00,0.00,0.00
Georgia->Arizona,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Oregon->Louisiana,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Connecticut->Arizona,0.00,0.00,0.00,0.80,0.00,0.00,0.00
NewMexico->Connecticut,0.00,0.00,0.40,0.20,0.00,0.00,0.00
NewMexico->Wisconsin,0.00,0.00,0.50,0.30,0.00,0.00,0.00
NewMexico->Massachusetts,0.00,0.00,0.40,0.50,0.00,0.00,0.00
Wisconsin->Maryland,0.00,0.00,0.60,0.50,0.00,0.00,0.00
Washington->Arizona,0.00,0.20,1.52,0.94,0.00,0.00,0.00
Washington->Ohio,0.00,0.00,0.00,0.20,0.00,0.00,0.00
California->Missouri,0.17,0.34,0.01,0.40,0.00,0.00,0.00
California->NewMexico,0.00,0.00,0.14,1.10,0.00,0.00,0.00
NewYork->Georgia,0.00,0.00,0.50,0.60,0.00,0.00,0.00
Virginia->Texas,0.00,0.00,0.40,0.10,0.10,0.00,0.00
NewYork->Massachusetts,0.00,0.00,0.70,1.80,0.00,0.00,0.00
Maryland->Arizona,0.00,0.00,0.40,1.23,0.00,0.00,0.00
Arizona->Michigan,0.00,0.10,0.09,0.50,0.00,0.00,0.00
Connecticut->NewJersey,0.00,0.20,0.50,1.50,0.00,0.00,0.00
Connecticut->Ohio,0.00,0.10,0.40,1.50,0.05,0.00,0.00
Ohio->Connecticut,0.00,0.00,0.00,0.30,0.00,0.00,0.00
Arizona->Nebraska,0.00,0.00,0.10,0.22,0.00,0.00,0.00
Virginia->NewMexico,0.00,0.00,0.00,0.48,0.00,0.00,0.00
Connecticut->Louisiana,0.00,0.00,0.90,0.70,0.00,0.00,0.00
Arizona->Iowa,0.00,0.10,0.10,0.40,0.00,0.00,0.00
NewJersey->Wisconsin,0.00,0.00,0.10,0.30,0.00,0.00,0.00
NewJersey->Minnesota,0.00,0.00,0.20,0.41,0.00,0.00,0.00
California->Louisiana,0.00,0.00,0.20,0.45,0.00,0.00,0.00
Michigan->Maryland,0.00,0.20,2.00,2.60,0.00,0.00,0.00
Massachusetts->Washington,0.00,0.00,0.30,0.70,0.00,0.00,0.00
Massachusetts->Wisconsin,0.10,0.00,0.80,1.50,0.00,0.00,0.00
Massachusetts->Illinois,0.10,0.00,0.50,0.80,0.00,0.00,0.00
Louisiana->Illinois,0.00,0.00,0.69,1.36,0.10,0.10,0.00
Idaho->NorthCarolina,0.00,0.20,0.20,0.70,0.00,0.00,0.00
Arizona->Massachusetts,0.00,0.10,0.32,0.90,0.00,0.00,0.00
Connecticut->Virginia,0.00,0.00,0.20,0.70,0.00,0.00,0.00
Connecticut->California,0.00,0.00,0.30,0.65,0.00,0.00,0.00
Alaska->NewYork,0.00,0.00,0.10,0.60,0.00,0.00,0.00
Utah->NewJersey,0.00,0.00,0.00,0.20,0.00,0.00,0.00
California->SouthCarolina,0.00,0.01,0.00,0.10,0.00,0.00,0.00
Minnesota->Arizona,0.00,0.00,0.00,0.67,0.00,0.00,0.00
Wyoming->California,0.10,0.00,0.20,0.30,0.00,0.00,0.00
Oregon->Ohio,0.00,0.00,0.10,0.80,0.00,0.00,0.00
Alaska->California,0.00,0.00,0.20,0.50,0.00,0.00,0.00
California->NorthCarolina,0.00,0.00,0.35,0.43,0.00,0.00,0.00
Arizona->NorthCarolina,0.00,0.00,0.20,0.50,0.00,0.00,0.00
Illinois->Maryland,0.00,0.00,0.40,0.59,0.00,0.00,0.00
Arizona->Minnesota,0.00,0.00,0.58,0.84,0.00,0.00,0.00
California->Texas,0.00,0.30,0.30,0.70,0.00,0.00,0.00
Wisconsin->Florida,0.00,0.00,0.31,0.50,0.10,0.80,0.10
Illinois->Pennsylvania,0.00,0.00,0.10,0.10,0.10,0.50,0.30
Florida->Ohio,0.00,0.00,0.29,0.54,0.00,0.00,0.00
Wisconsin->NorthCarolina,0.00,0.00,0.00,0.05,0.00,0.00,0.00
Wisconsin->Massachusetts,0.00,0.20,0.17,0.33,0.00,0.00,0.10
Pennsylvania->Ohio,0.00,0.00,0.42,0.00,0.00,0.00,0.00
Michigan->Utah,0.00,0.00,1.17,0.60,0.10,0.00,0.00
Louisiana->Idaho,0.10,0.00,0.86,0.90,0.00,0.00,0.00
Louisiana->Arizona,0.00,0.00,1.40,0.56,0.00,0.00,0.00
Florida->NewYork,0.00,0.00,0.31,1.70,0.00,0.00,0.00
Michigan->Massachusetts,0.00,0.00,0.50,0.80,0.00,0.00,0.00
NewYork->Michigan,0.00,0.00,0.92,1.50,0.20,0.00,0.00
Michigan->Pennsylvania,0.00,0.00,0.80,1.30,0.00,0.00,0.00
Louisiana->Alaska,0.00,0.00,0.50,0.30,0.00,0.00,0.00
Pennsylvania->Illinois,0.00,0.10,0.38,0.30,0.00,0.00,0.00
Washington->Florida,0.00,0.06,1.42,0.30,0.00,0.00,0.00
Connecticut->Florida,0.00,0.00,0.40,1.00,0.00,0.00,0.00
Louisiana->Missouri,0.10,0.00,0.40,0.20,0.00,0.00,0.00
Virginia->Connecticut,0.00,0.00,0.30,0.88,0.00,0.00,0.00
Wisconsin->Connecticut,0.00,0.00,0.51,0.90,0.00,0.00,0.00
Connecticut->Minnesota,0.00,0.10,1.10,0.95,0.00,0.00,0.00
Oregon->Connecticut,0.10,0.00,0.30,0.47,0.00,0.00,0.00
NewYork->Missouri,0.10,0.10,0.30,0.60,0.00,0.00,0.00
Michigan->Wyoming,0.00,0.00,1.00,0.40,0.00,0.00,0.00
Minnesota->Connecticut,0.00,0.10,0.20,0.40,0.00,0.00,0.00
NorthCarolina->NewJersey,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Connecticut->Wyoming,0.00,0.00,0.50,0.80,0.00,0.00,0.00
NewYork->Iowa,0.00,0.00,0.30,0.10,0.00,0.00,0.00
NewJersey->Oregon,0.00,0.00,0.40,0.10,0.00,0.00,0.00
Michigan->Ohio,0.00,0.00,0.30,0.10,0.00,0.00,0.00
California->Georgia,0.00,0.00,0.33,0.40,0.00,0.00,0.00
Maryland->Louisiana,0.00,0.10,0.10,0.90,0.10,0.00,0.00
Maryland->Washington,0.00,0.00,0.10,0.40,0.10,0.00,0.00
Maryland->Oregon,0.00,0.10,0.20,0.10,0.10,0.00,0.00
Connecticut->Pennsylvania,0.00,0.20,0.40,0.40,0.00,0.00,0.00
Minnesota->California,0.00,0.20,0.30,0.50,0.00,0.00,0.00
Massachusetts->Pennsylvania,0.10,0.00,0.90,0.90,0.00,0.00,0.00
Minnesota->NewYork,0.00,0.00,0.20,0.30,0.00,0.00,0.00
Texas->NewMexico,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Oregon->Georgia,0.00,0.00,0.70,0.00,0.00,0.00,0.00
Minnesota->Virginia,0.00,0.00,0.20,0.60,0.00,0.00,0.00
Texas->Idaho,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Louisiana->Massachusetts,0.10,0.00,0.60,0.30,0.00,0.00,0.00
Arizona->Texas,0.00,0.10,0.32,1.00,0.00,0.00,0.00
SouthCarolina->Maryland,0.00,0.00,0.11,0.69,0.00,0.00,0.00
NewMexico->Wyoming,0.00,0.00,0.10,0.50,0.00,0.00,0.00
Florida->Iowa,0.00,0.00,0.00,0.21,0.00,0.00,0.00
Pennsylvania->NewYork,0.00,0.00,0.30,0.50,0.00,0.00,0.00
Idaho->Minnesota,0.10,0.00,0.20,0.76,0.00,0.00,0.00
Virginia->Michigan,0.00,0.00,0.02,0.30,0.30,0.00,0.00
Missouri->Oregon,0.00,0.10,0.64,0.00,0.10,0.00,0.00
Illinois->Ohio,0.00,0.00,0.00,0.31,0.00,0.00,0.00
Missouri->Michigan,0.00,0.00,0.20,0.02,0.10,0.00,0.00
SouthCarolina->Minnesota,0.00,0.20,0.40,0.31,0.00,0.00,0.00
Connecticut->Illinois,0.00,0.10,0.31,0.90,0.00,0.00,0.00
Oregon->Minnesota,0.00,0.00,0.30,0.00,0.00,0.10,0.00
Oregon->NewMexico,0.00,0.10,0.10,0.10,0.00,0.00,0.00
Connecticut->Wisconsin,0.00,0.10,0.00,0.70,0.00,0.00,0.00
NewYork->SouthCarolina,0.00,0.00,0.41,0.30,0.00,0.00,0.00
Florida->Utah,0.00,0.10,0.40,0.31,0.00,0.00,0.00
NewMexico->Utah,0.00,0.00,0.20,0.20,0.00,0.00,0.00
NewMexico->Texas,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Texas->NewYork,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Wisconsin->Michigan,0.00,0.20,0.41,0.10,0.07,0.00,0.00
Minnesota->Wyoming,0.00,0.10,0.10,0.40,0.00,0.00,0.00
Wyoming->Nebraska,0.00,0.00,0.10,0.10,0.00,0.00,0.00
NorthCarolina->Alaska,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iowa->Ohio,0.00,0.10,0.10,0.00,0.00,0.00,0.00
NewJersey->Washington,0.00,0.00,0.20,0.00,0.00,0.00,0.00
NewJersey->SouthCarolina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Massachusetts->California,0.00,0.10,0.60,0.20,0.00,0.00,0.00
Massachusetts->Louisiana,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Maryland->Wyoming,0.00,0.00,0.20,0.30,0.00,0.00,0.00
Washington->Connecticut,0.00,0.00,0.80,0.20,0.00,0.00,0.00
Washington->NewJersey,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Minnesota->Pennsylvania,0.00,0.10,0.10,0.20,0.00,0.00,0.00
Minnesota->Washington,0.00,0.00,0.10,0.50,0.00,0.00,0.00
Louisiana->NewYork,0.00,0.00,1.25,0.20,0.10,0.00,0.00
Louisiana->Wisconsin,0.00,0.00,0.50,0.50,0.00,0.00,0.00
Arizona->Missouri,0.00,0.20,0.33,0.20,0.00,0.00,0.00
Idaho->Illinois,0.00,0.00,0.60,0.30,0.00,0.00,0.00
Wisconsin->NewMexico,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Wisconsin->California,0.00,0.00,0.30,0.40,0.07,0.00,0.00
Wisconsin->Virginia,0.00,0.00,0.70,0.30,0.00,0.00,0.00
NewJersey->Arizona,0.00,0.10,0.31,0.20,0.00,0.00,0.00
Louisiana->Georgia,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Arizona->Idaho,0.00,0.10,0.29,0.20,0.00,0.00,0.00
Washington->Wisconsin,0.00,0.00,0.10,0.40,0.00,0.00,0.00
Texas->Washington,0.10,0.00,0.20,0.10,0.00,0.00,0.00
SouthCarolina->Virginia,0.00,0.10,0.01,0.19,0.00,0.00,0.00
Idaho->Connecticut,0.00,0.00,1.10,2.76,0.00,0.00,0.00
Minnesota->Florida,0.00,0.20,0.20,0.20,0.00,0.00,0.00
Massachusetts->Wyoming,0.10,0.00,0.10,0.10,0.00,0.00,0.00
Idaho->SouthCarolina,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Missouri->NewMexico,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Missouri->Wisconsin,0.10,0.00,0.10,0.20,0.00,0.00,0.00
Texas->Utah,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Missouri->NewJersey,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Nebraska->NewMexico,0.00,0.00,0.00,0.30,0.00,0.00,0.00
Nebraska->Texas,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Louisiana->Maryland,0.00,0.00,0.69,0.90,0.00,0.00,0.00
Pennsylvania->NewJersey,0.00,0.10,0.00,0.40,0.00,0.00,0.00
Alaska->Wisconsin,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Louisiana->Connecticut,0.00,0.00,0.30,0.20,0.00,0.10,0.00
Massachusetts->NewJersey,0.10,0.10,0.40,0.40,0.00,0.00,0.00
Louisiana->Virginia,0.00,0.01,0.66,1.06,0.00,0.00,0.00
Oregon->Massachusetts,0.00,0.00,0.60,0.70,0.00,0.00,0.00
Louisiana->Oregon,0.00,0.00,0.16,0.70,0.00,0.00,0.00
Maryland->Utah,0.00,0.30,0.20,0.60,0.10,0.00,0.00
Iowa->Wisconsin,0.00,0.00,0.00,0.20,0.70,0.00,0.00
Illinois->Iowa,0.00,0.00,0.00,0.00,0.10,0.10,0.00
Illinois->SouthCarolina,0.09,0.89,0.10,0.00,0.00,0.00,0.00
Utah->NewMexico,0.00,0.10,0.36,0.40,0.00,0.00,0.00
Illinois->Oregon,0.09,0.17,0.22,0.02,0.00,0.00,0.00
Missouri->Connecticut,0.10,0.00,0.14,0.31,0.00,0.00,0.00
Missouri->Ohio,0.00,0.00,0.00,0.14,0.00,0.00,0.00
Illinois->Nebraska,0.00,0.00,0.19,0.12,0.00,0.00,0.00
SouthCarolina->Missouri,0.02,0.02,0.00,0.00,0.00,0.00,0.00
Missouri->Alaska,0.10,0.00,0.12,0.00,0.00,0.00,0.00
Missouri->Idaho,0.10,0.00,0.20,0.22,0.00,0.00,0.00
SouthCarolina->California,0.00,0.01,0.10,0.00,0.00,0.00,0.00
SouthCarolina->Washington,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Utah->SouthCarolina,0.10,0.11,0.10,0.00,0.00,0.00,0.00
SouthCarolina->Utah,0.00,0.01,0.00,0.00,0.00,0.00,0.00
SouthCarolina->Oregon,0.00,0.00,0.01,0.00,0.00,0.00,0.00
SouthCarolina->NewYork,0.00,0.00,0.01,0.00,0.00,0.00,0.00
SouthCarolina->Connecticut,0.00,0.00,0.01,0.00,0.00,0.00,0.00
SouthCarolina->Ohio,0.00,0.10,0.00,0.01,0.00,0.00,0.00
Oregon->Illinois,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Oregon->Michigan,0.00,0.00,0.07,0.39,0.00,0.00,0.00
Oregon->Nebraska,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Pennsylvania->Connecticut,0.00,0.10,0.41,0.40,0.00,0.00,0.00
NewYork->Ohio,0.00,0.00,0.21,1.30,0.00,0.00,0.00
Florida->Illinois,0.00,0.00,0.31,0.01,0.00,0.00,0.00
Connecticut->Missouri,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Connecticut->SouthCarolina,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Florida->SouthCarolina,0.00,0.40,0.30,0.11,0.00,0.00,0.00
Florida->Oregon,0.00,0.10,0.30,0.20,0.00,0.00,0.00
Florida->NewJersey,0.00,0.00,0.45,0.14,0.00,0.00,0.00
Arizona->Alaska,0.00,0.10,0.52,0.40,0.00,0.00,0.00
NorthCarolina->Minnesota,0.00,0.00,0.30,0.24,0.00,0.00,0.00
Wyoming->Minnesota,0.00,0.00,0.20,0.80,0.00,0.00,0.00
Arizona->Ohio,0.00,0.10,0.39,0.00,0.00,0.00,0.00
Maryland->Wisconsin,0.00,0.00,0.30,1.20,0.00,0.00,0.00
Virginia->Louisiana,0.00,0.00,0.10,0.68,0.00,0.00,0.00
NewJersey->Wyoming,0.00,0.00,0.20,0.07,0.00,0.00,0.00
Virginia->Nebraska,0.00,0.00,0.10,0.25,0.00,0.00,0.00
Arizona->NewMexico,0.00,0.10,0.10,0.08,0.00,0.00,0.00
Arizona->Utah,0.10,0.20,0.20,0.30,0.00,0.00,0.00
Iowa->Pennsylvania,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Wisconsin->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Wisconsin->Iowa,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Massachusetts->Iowa,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Alaska->NorthCarolina,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Alaska->SouthCarolina,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Wyoming->Alaska,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Wyoming->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewMexico->Ohio,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Pennsylvania->Alaska,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NorthCarolina->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Connecticut->Georgia,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Massachusetts->Florida,0.10,0.20,1.10,0.30,0.10,0.00,0.00
Louisiana->NorthCarolina,0.00,0.00,0.60,0.60,0.00,0.00,0.00
Idaho->Florida,0.00,0.00,0.20,0.10,0.00,0.00,0.00
NorthCarolina->Arizona,0.00,0.00,0.10,0.11,0.00,0.00,0.00
Maryland->NorthCarolina,0.00,0.00,0.10,0.80,0.00,0.00,0.00
Maryland->Georgia,0.00,0.00,0.20,0.40,0.00,0.00,0.00
Virginia->Arizona,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Idaho->Maryland,0.00,0.00,0.50,0.20,0.00,0.00,0.00
NewYork->Louisiana,0.00,0.10,1.01,0.15,0.00,0.00,0.00
Wyoming->Connecticut,0.00,0.00,0.20,0.30,0.00,0.00,0.00
Wyoming->Florida,0.00,0.00,0.20,0.30,0.00,0.00,0.00
Texas->Ohio,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Arizona->Connecticut,0.00,0.00,0.19,0.40,0.00,0.00,0.00
Wisconsin->Nebraska,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Massachusetts->Minnesota,0.00,0.00,0.40,0.50,0.00,0.00,0.00
Iowa->NorthCarolina,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Iowa->Maryland,0.00,0.10,0.00,0.20,0.00,0.00,0.00
NewMexico->Pennsylvania,0.00,0.00,0.18,0.00,0.00,0.00,0.00
Wisconsin->Alaska,0.00,0.10,0.07,0.10,0.00,0.00,0.00
NewJersey->Utah,0.00,0.00,0.27,0.00,0.00,0.00,0.00
Oregon->NorthCarolina,0.00,0.00,0.00,0.17,0.00,0.00,0.00
NewJersey->California,0.10,0.00,0.29,0.23,0.00,0.00,0.00
Oregon->Wyoming,0.00,0.00,0.10,0.07,0.00,0.00,0.00
California->Pennsylvania,0.00,0.10,0.41,0.54,0.05,0.00,0.00
NewJersey->Florida,0.00,0.00,0.31,0.16,0.00,0.00,0.00
NorthCarolina->Michigan,0.00,0.00,0.35,0.30,0.00,0.00,0.00
NewMexico->NorthCarolina,0.00,0.00,0.02,0.00,0.00,0.00,0.00
NorthCarolina->Utah,0.00,0.00,0.10,0.12,0.00,0.00,0.00
NorthCarolina->Nebraska,0.00,0.00,0.00,0.12,0.00,0.00,0.00
Minnesota->Oregon,0.00,0.10,0.20,0.20,0.00,0.00,0.00
Michigan->Louisiana,0.00,0.30,0.89,1.10,0.00,0.00,0.00
Minnesota->Missouri,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Minnesota->Georgia,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Massachusetts->NewMexico,0.00,0.00,0.30,0.40,0.00,0.00,0.00
NewYork->Idaho,0.00,0.00,0.21,0.40,0.00,0.00,0.00
Minnesota->Massachusetts,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Oregon->Iowa,0.00,0.10,0.20,0.20,0.00,0.00,0.00
Minnesota->SouthCarolina,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Alaska->Missouri,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Missouri->Iowa,0.20,0.00,0.20,0.10,0.00,0.00,0.00
Iowa->Alaska,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Iowa->Texas,0.00,0.10,0.10,0.00,0.00,0.00,0.00
NewJersey->Alaska,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Massachusetts->Missouri,0.10,0.00,0.70,0.30,0.00,0.00,0.00
Maryland->SouthCarolina,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Massachusetts->Oregon,0.00,0.00,0.70,0.00,0.00,0.00,0.00
NewJersey->Connecticut,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Utah->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Michigan->Iowa,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Wyoming->Iowa,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Illinois->Virginia,0.00,0.09,0.10,0.09,0.00,0.00,0.00
Minnesota->Nebraska,0.00,0.00,0.00,0.40,0.00,0.00,0.00
Wisconsin->Wyoming,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Wisconsin->Washington,0.00,0.00,0.01,0.20,0.00,0.00,0.00
Iowa->Virginia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Iowa->Florida,0.00,0.10,0.00,0.40,0.00,0.00,0.00
Massachusetts->Arizona,0.00,0.00,0.39,0.30,0.00,0.00,0.00
Wyoming->NewJersey,0.10,0.00,0.10,0.40,0.00,0.00,0.00
Texas->Nebraska,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Louisiana->Michigan,0.00,0.00,0.79,0.70,0.10,0.00,0.00
Minnesota->Louisiana,0.00,0.20,0.00,0.30,0.00,0.00,0.00
Iowa->Massachusetts,0.00,0.00,0.00,0.30,0.00,0.00,0.00
NorthCarolina->Louisiana,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Iowa->Michigan,0.00,0.00,0.00,0.00,0.30,0.00,0.00
Iowa->California,0.00,0.00,0.00,0.10,0.30,0.00,0.00
Washington->NewMexico,0.00,0.00,0.10,0.14,0.00,0.00,0.00
Washington->Georgia,0.00,0.00,0.20,0.14,0.00,0.00,0.00
Louisiana->NewJersey,0.00,0.00,0.50,0.20,0.00,0.00,0.00
Louisiana->Wyoming,0.00,0.10,0.50,0.20,0.00,0.00,0.00
Pennsylvania->Louisiana,0.00,0.10,0.69,0.40,0.00,0.00,0.00
Louisiana->Washington,0.00,0.00,0.30,0.10,0.00,0.00,0.00
NewMexico->Louisiana,0.00,0.00,0.20,0.50,0.00,0.00,0.00
NewMexico->Virginia,0.00,0.00,0.00,0.30,0.00,0.00,0.00
Missouri->Massachusetts,0.20,0.10,0.40,0.10,0.00,0.00,0.00
SouthCarolina->NorthCarolina,0.00,0.10,0.30,0.19,0.00,0.00,0.00
Louisiana->Ohio,0.00,0.10,0.29,0.00,0.00,0.00,0.00
NewJersey->Louisiana,0.00,0.10,0.16,0.10,0.00,0.00,0.00
Texas->Missouri,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Washington->Alaska,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewMexico->Arizona,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Michigan->Arizona,0.00,0.00,0.20,0.20,0.00,0.00,0.00
NewMexico->Washington,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Ohio->Virginia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Ohio->Michigan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Wyoming->Louisiana,0.00,0.00,0.10,0.20,0.00,0.00,0.00
NewJersey->Nebraska,0.00,0.00,0.20,0.00,0.00,0.00,0.00
NewJersey->Massachusetts,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewJersey->NorthCarolina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Alaska->Idaho,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iowa->SouthCarolina,0.00,0.20,0.10,0.00,0.00,0.00,0.00
Iowa->Oregon,0.20,0.00,0.10,0.00,0.00,0.00,0.00
SouthCarolina->Massachusetts,0.00,0.00,0.10,0.09,0.00,0.00,0.00
Alaska->Texas,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Ohio->Massachusetts,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Ohio->Wisconsin,0.00,0.00,0.00,0.10,0.00,0.00,0.00
SouthCarolina->Arizona,0.00,0.00,0.00,0.19,0.00,0.00,0.00
NewMexico->Georgia,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Ohio->Florida,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Ohio->Louisiana,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Ohio->Maryland,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Oregon->Texas,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Wisconsin->Pennsylvania,0.00,0.00,0.00,0.00,0.00,0.00,0.10
Louisiana->Iowa,0.00,0.00,0.00,0.29,0.00,0.00,0.00
NewMexico->NewJersey,0.00,0.00,0.16,0.10,0.00,0.00,0.00
NewMexico->Florida,0.00,0.00,0.14,0.00,0.00,0.00,0.00
Arizona->Illinois,0.00,0.00,0.09,0.43,0.00,0.00,0.00
Massachusetts->NewYork,0.00,0.00,0.51,0.30,0.00,0.00,0.00
Massachusetts->Nebraska,0.00,0.00,0.10,0.10,0.00,0.00,0.00
NorthCarolina->Missouri,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Illinois->Idaho,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewJersey->Texas,0.00,0.00,0.20,0.00,0.00,0.00,0.00
NewJersey->Michigan,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Idaho->California,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Wisconsin->Utah,0.00,0.10,0.40,0.40,0.00,0.00,0.00
Missouri->Maryland,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Missouri->Georgia,0.00,0.10,0.00,0.20,0.00,0.00,0.00
Texas->Virginia,0.00,0.00,0.00,0.14,0.00,0.00,0.00
Alaska->Minnesota,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Alaska->Louisiana,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Maryland->Idaho,0.00,0.10,0.00,0.20,0.00,0.00,0.00
NorthCarolina->Oregon,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Alaska->Utah,0.00,0.10,0.00,0.30,0.00,0.00,0.00
Virginia->SouthCarolina,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Virginia->Idaho,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Pennsylvania->Iowa,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Texas->Alaska,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Connecticut->Iowa,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Georgia->California,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewMexico->Maryland,0.00,0.00,0.10,0.50,0.00,0.00,0.00
NewMexico->Nebraska,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Georgia->NewYork,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Georgia->Texas,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Georgia->Wyoming,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Pennsylvania->Texas,0.00,0.00,0.20,0.30,0.00,0.00,0.00
Nebraska->Michigan,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Maryland->Alaska,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Alaska->Washington,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Wyoming->Oregon,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Pennsylvania->Oregon,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Idaho->Virginia,0.00,0.00,0.00,0.40,0.00,0.00,0.00
Illinois->Louisiana,0.00,0.09,0.00,0.19,0.00,0.00,0.00
Louisiana->NewMexico,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Georgia->Michigan,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Florida->Idaho,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Wyoming->Illinois,0.00,0.00,0.10,0.20,0.00,0.00,0.00
NorthCarolina->SouthCarolina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Washington->Louisiana,0.00,0.00,0.10,0.00,0.00,0.00,0.00
