name,date,location,area
EPI_ISL_417922,2020-02-28,Italy,Rome
EPI_ISL_419595,2020-03-12,Luxembourg,
EPI_ISL_420103,2020-03-05,Singapore,
EPI_ISL_418360,2020-03-11,Canada,Ontario
EPI_ISL_414045,2020-03-04,Brazil,Rio de Janeiro
EPI_ISL_419593,2020-03-16,Luxembourg,
EPI_ISL_418810,2020-03-09,Canada,SK
EPI_ISL_419709,2020-03-04,Spain,BasqueCountry
EPI_ISL_421671,2020-03-12,India,
EPI_ISL_419662,2020-03-14,Austria,
EPI_ISL_416592,2020-02-16,Japan,unknown
EPI_ISL_416585,2020-02-16,Japan,unknown
EPI_ISL_421447,2020-03-18,Portugal,
EPI_ISL_419238,2020-03-05,Spain,Basque Country
EPI_ISL_412028,2020-01-22,Hong Kong,
EPI_ISL_416611,2020-02-17,Japan,unknown
EPI_ISL_418025,2020-03-17,Portugal,
EPI_ISL_418003,2020-03-10,Portugal,
EPI_ISL_415708,2020-03-07,Switzerland,
EPI_ISL_418382,2020-XX-XX,Canada,Ontario
EPI_ISL_420146,2020-03-11,Norway,
EPI_ISL_416581,2020-02-15,Japan,unknown
EPI_ISL_424978,2020-03-18,Taiwan,Taoyuan
EPI_ISL_419707,2020-XX-XX,Spain,Catalonia
EPI_ISL_426357,2020-03-18,Czech Republic,Central Czechia and Prague
EPI_ISL_406973,2020-01-23,Singapore,
EPI_ISL_420112,2020-03-09,Spain,Comunitat Valenciana
EPI_ISL_418338,2020-03-12,Canada,Ontario
EPI_ISL_416615,2020-02-17,Japan,unknown
EPI_ISL_413020,2020-02-27,Switzerland,Zurich
EPI_ISL_414511,2020-01-XX,Japan,
EPI_ISL_417994,2020-03-08,Portugal,
EPI_ISL_418818,2020-03-06,Canada,British Columbia
EPI_ISL_415743,2020-02-27,Taiwan,Taoyuan
EPI_ISL_417488,2020-02-29,Norway,Oslo
EPI_ISL_418823,2020-03-09,Canada,British Columbia
EPI_ISL_426365,2020-03-12,Mexico,Mexico City
EPI_ISL_418841,2020-03-11,Canada,British Columbia
EPI_ISL_425220,2020-03-17,Spain,Comunitat Valenciana
EPI_ISL_418322,2020-03-08,Canada,Ontario
EPI_ISL_418819,2020-03-09,Canada,British Columbia
EPI_ISL_424670,2020-03-10,Mexico,Queretaro
EPI_ISL_425199,2020-03-19,Spain,Comunitat Valenciana
EPI_ISL_417987,2020-03-03,Portugal,
EPI_ISL_418846,2020-03-12,Canada,British Columbia
EPI_ISL_419588,2020-03-16,Luxembourg,
EPI_ISL_410714,2020-02-03,Singapore,
EPI_ISL_414497,2020-02-25,Germany,North Rhine Westphalia
EPI_ISL_420143,2020-03-10,Norway,
EPI_ISL_418247,2020-02-26,Spain,Castilla y Leon
EPI_ISL_421667,2020-03-10,India,
EPI_ISL_415459,2020-02-29,Switzerland,Genève
EPI_ISL_421454,2020-03-18,Portugal,
EPI_ISL_417467,2020-03-15,Germany,Duesseldorf
EPI_ISL_421746,2020-03-17,Luxembourg,
EPI_ISL_420035,2020-03-22,Democratic Republic of the Congo,Kinshasa
EPI_ISL_425117,2020-02-23,South Korea,
EPI_ISL_418847,2020-03-12,Canada,British Columbia
EPI_ISL_425185,2020-03-10,Spain,Comunitat Valenciana
EPI_ISL_413513,2020-02-27,South Korea,
EPI_ISL_422417,2020-03-18,Taiwan,Taipei
EPI_ISL_419602,2020-03-12,Luxembourg,
EPI_ISL_416630,2020-02-17,Japan,unknown
EPI_ISL_425183,2020-03-10,Spain,Comunitat Valenciana
EPI_ISL_418832,2020-03-11,Canada,British Columbia
EPI_ISL_419255,2020-03-23,Italy,Rome
EPI_ISL_422408,2020-03-13,Taiwan,Taipei
EPI_ISL_416035,2020-03-05,Brazil,Sao Paulo
EPI_ISL_425182,2020-03-10,Spain,Comunitat Valenciana
EPI_ISL_425196,2020-03-17,Spain,Comunitat Valenciana
EPI_ISL_410535,2020-02-03,Singapore,
EPI_ISL_416314,2020-02-07,Hong Kong,
EPI_ISL_417193,2020-02-09,Hong Kong,
EPI_ISL_426360,2020-03-18,Czech Republic,Central Czechia and Prague
EPI_ISL_408669,2020-01-29,Japan,Kyoto
EPI_ISL_418368,2020-03-12,Canada,Ontario
EPI_ISL_415701,2020-03-02,Switzerland,
EPI_ISL_421757,2020-03-17,Luxembourg,
EPI_ISL_416034,2020-03-04,Brazil,Sao Paulo
EPI_ISL_415455,2020-02-28,Switzerland,
EPI_ISL_419673,2020-03-22,Austria,
EPI_ISL_426363,2020-03-12,Mexico,Mexico City
EPI_ISL_418361,2020-03-12,Canada,Ontario
EPI_ISL_416613,2020-02-17,Japan,unknown
EPI_ISL_416580,2020-02-15,Japan,unknown
EPI_ISL_421489,2020-03-20,Portugal,
EPI_ISL_421483,2020-03-18,Portugal,
EPI_ISL_418363,2020-03-11,Canada,Ontario
EPI_ISL_415457,2020-02-29,Switzerland,
EPI_ISL_420553,2020-03-03,India,
EPI_ISL_417465,2020-03-14,Germany,Duesseldorf
EPI_ISL_419598,2020-03-14,Luxembourg,
EPI_ISL_416576,2020-02-15,Japan,unknown
EPI_ISL_419670,2020-03-16,Austria,
EPI_ISL_426187,2020-02-12,South Korea,
EPI_ISL_420312,2020-03-18,Norway,
EPI_ISL_415456,2020-02-29,Switzerland,
EPI_ISL_417464,2020-03-14,Germany,Duesseldorf
EPI_ISL_420845,2020-03-26,Democratic Republic of the Congo,Kinshasa
EPI_ISL_421519,2020-03-21,Spain,Comunitat_Valenciana
EPI_ISL_422438,2020-03-25,Italy,Veneto
EPI_ISL_421666,2020-03-10,India,
EPI_ISL_417442,2020-03-18,Democratic Republic of the Congo,Kinshasa
EPI_ISL_416618,2020-02-17,Japan,unknown
EPI_ISL_418212,2020-03-11,Senegal,Touba
EPI_ISL_421498,2020-03-24,Portugal,
EPI_ISL_424972,2020-03-16,Taiwan,Taoyuan
EPI_ISL_418837,2020-03-10,Canada,British Columbia
EPI_ISL_417440,2020-03-17,Democratic Republic of the Congo,Kinshasa
EPI_ISL_425187,2020-03-16,Spain,Comunitat Valenciana
EPI_ISL_416617,2020-02-17,Japan,unknown
EPI_ISL_421742,2020-03-17,Luxembourg,
EPI_ISL_418811,2020-03-12,Canada,NB
EPI_ISL_416573,2020-02-15,Japan,unknown
EPI_ISL_418260,2020-03-16,Italy,Abruzzo
EPI_ISL_426362,2020-03-10,Mexico,Mexico City
EPI_ISL_416028,2020-03-03,Brazil,Sao Paulo
EPI_ISL_413023,2020-02-29,Switzerland,Zurich
EPI_ISL_417530,2020-03-18,Luxembourg,
EPI_ISL_421176,2020-03-27,Spain,Madrid
EPI_ISL_421665,2020-03-10,India,
EPI_ISL_417484,2020-02-26,Norway,Oslo
EPI_ISL_417181,2020-02-05,Hong Kong,
EPI_ISL_415128,2020-02-29,Brazil,Espirito Santo
EPI_ISL_425127,2020-03-19,Germany,Duesseldorf
EPI_ISL_416627,2020-02-17,Japan,unknown
EPI_ISL_416607,2020-02-17,Japan,unknown
EPI_ISL_422412,2020-03-14,Taiwan,Taipei
EPI_ISL_421472,2020-03-21,Portugal,
EPI_ISL_418210,2020-03-10,Senegal,Touba
EPI_ISL_417483,2020-02-27,Norway,Oslo
EPI_ISL_413516,2020-02-27,South Korea,
EPI_ISL_426358,2020-03-19,Czech Republic,Central Czechia and Prague
EPI_ISL_419530,2020-03-11,Germany,Duesseldorf
EPI_ISL_417989,2020-03-04,Portugal,
EPI_ISL_413996,2020-02-24,Switzerland,Tessin
EPI_ISL_418394,2020-03-13,Finland,
EPI_ISL_419596,2020-03-12,Luxembourg,
EPI_ISL_425122,2020-03-16,Germany,Duesseldorf
EPI_ISL_426163,2020-02-23,South Korea,
EPI_ISL_418335,2020-03-14,Canada,Ontario
EPI_ISL_425178,2020-02-28,Spain,Comunitat Valenciana
EPI_ISL_414022,2020-02-27,Switzerland,Geneva
EPI_ISL_413016,2020-02-28,Brazil,Sao Paulo
EPI_ISL_418821,2020-03-10,Canada,British Columbia
EPI_ISL_418580,2020-03-08,Ireland,Cork
EPI_ISL_426173,2020-02-07,South Korea,
EPI_ISL_413593,2020-02-29,Luxembourg,
EPI_ISL_414646,2020-03-04,Finland,
EPI_ISL_412869,2020-01-30,South Korea,Seoul
EPI_ISL_412912,2020-02-25,Germany,Baden-Wuerttemberg
EPI_ISL_419219,2020-02-10,Hong Kong,
EPI_ISL_418392,2020-03-13,Finland,
EPI_ISL_407987,2020-01-25,Singapore,
EPI_ISL_412872,2020-02-01,South Korea,Gyeonggi-do
EPI_ISL_421458,2020-03-19,Portugal,
EPI_ISL_416525,2020-03-11,Japan,Saitama
EPI_ISL_420846,2020-03-XX,Democratic Republic of the Congo,Kinshasa
EPI_ISL_419302,2020-03-12,Japan,Saitama
EPI_ISL_420115,2020-03-09,Spain,Comunitat Valenciana
EPI_ISL_419310,2020-03-13,Japan,Chiba
EPI_ISL_421455,2020-03-18,Portugal,
EPI_ISL_424969,2020-03-17,Taiwan,Taoyuan
EPI_ISL_417438,2020-03-17,Democratic Republic of the Congo,Kinshasa
EPI_ISL_418400,2020-03-13,Finland,
EPI_ISL_419676,2020-03-09,Spain,Comunitat Valenciana
EPI_ISL_413488,2020-02-28,Germany,North Rhine Westphalia
EPI_ISL_415642,2020-03-10,Georgia,Tbilisi
EPI_ISL_415584,2020-03-02,Canada,British Columbia
EPI_ISL_417981,2020-03-02,Spain,Madrid
EPI_ISL_425201,2020-03-19,Spain,Comunitat Valenciana
EPI_ISL_419538,2020-03-14,Germany,Duesseldorf
EPI_ISL_424667,2020-03-04,Mexico,Estado de Mexico
EPI_ISL_416612,2020-02-17,Japan,unknown
EPI_ISL_421180,2020-03-27,Spain,Madrid
EPI_ISL_414020,2020-02-27,Switzerland,Geneva
EPI_ISL_421466,2020-03-20,Portugal,
EPI_ISL_418347,2020-03-11,Canada,Ontario
EPI_ISL_418372,2020-03-12,Canada,Ontario
EPI_ISL_421491,2020-03-22,Portugal,
EPI_ISL_418365,2020-03-10,Canada,Ontario
EPI_ISL_420033,2020-03-22,Democratic Republic of the Congo,Kinshasa
EPI_ISL_420127,2020-03-12,Spain,Comunitat Valenciana
EPI_ISL_418404,2020-03-14,Finland,
EPI_ISL_412972,2020-02-27,Mexico,Mexico City
EPI_ISL_419597,2020-03-15,Luxembourg,
EPI_ISL_414023,2020-03-01,Switzerland,Vaud
EPI_ISL_424673,2020-03-12,Mexico,CDMX
EPI_ISL_416029,2020-03-04,Brazil,Sao Paulo
EPI_ISL_415741,2020-02-26,Taiwan,Taoyuan
EPI_ISL_419654,2020-03-03,Austria,
EPI_ISL_414528,2020-02-10,Hong Kong,
EPI_ISL_419584,2020-03-13,Luxembourg,
EPI_ISL_417447,2020-02-24,Italy,Lombardy
EPI_ISL_417995,2020-03-08,Portugal,
EPI_ISL_414517,2020-02-25,Hong Kong,
EPI_ISL_419307,2020-03-20,Japan,Saitama
EPI_ISL_421464,2020-03-17,Portugal,
EPI_ISL_419549,2020-03-15,Germany,Duesseldorf
EPI_ISL_421453,2020-03-18,Portugal,
EPI_ISL_410537,2020-02-09,Singapore,
EPI_ISL_420072,2020-03-18,Senegal,Mbour
EPI_ISL_418383,2020-XX-XX,Canada,Ontario
EPI_ISL_417529,2020-03-18,Luxembourg,
EPI_ISL_420543,2020-03-03,India,
EPI_ISL_418376,2020-03-12,Canada,Ontario
EPI_ISL_418848,2020-03-05,Canada,British Columbia
EPI_ISL_416480,2020-03-11,Georgia,Tbilisi
EPI_ISL_419580,2020-03-12,Luxembourg,
EPI_ISL_422435,2020-03-31,Singapore,
EPI_ISL_420144,2020-04-01,Georgia,Tbilisi
EPI_ISL_414016,2020-02-29,Brazil,Sao Paulo
EPI_ISL_421469,2020-03-21,Portugal,
EPI_ISL_418334,2020-03-07,Canada,Ontario
EPI_ISL_417944,2020-03-18,Democratic Republic of the Congo,Kinshasa
EPI_ISL_421475,2020-03-21,Portugal,
EPI_ISL_417986,2020-03-03,Portugal,
EPI_ISL_421174,2020-03-29,Spain,Madrid
EPI_ISL_419681,2020-03-10,Spain,Comunitat Valenciana
EPI_ISL_417176,2020-01-21,Hong Kong,
EPI_ISL_425213,2020-03-11,Spain,Comunitat Valenciana
EPI_ISL_419678,2020-03-09,Spain,Comunitat Valenciana
EPI_ISL_418410,2020-03-14,Finland,Helsinki
EPI_ISL_420546,2020-XX-XX,India,
EPI_ISL_418386,2020-03-13,Finland,
EPI_ISL_417990,2020-03-06,Portugal,
EPI_ISL_420565,2020-03-19,Italy,Abruzzo
EPI_ISL_418018,2020-03-16,Portugal,
EPI_ISL_422420,2020-03-19,Taiwan,Taipei
EPI_ISL_419566,2020-03-05,Luxembourg,
EPI_ISL_419308,2020-03-19,Japan,Saitama
EPI_ISL_418391,2020-03-13,Finland,
EPI_ISL_418813,2020-03-13,Canada,MB
EPI_ISL_418835,2020-03-11,Canada,British Columbia
EPI_ISL_418005,2020-03-12,Portugal,
EPI_ISL_417525,2020-03-14,Taiwan,Taoyuan
EPI_ISL_418351,2020-03-12,Canada,Ontario
EPI_ISL_418358,2020-03-12,Canada,Ontario
EPI_ISL_418820,2020-03-09,Canada,British Columbia
EPI_ISL_422419,2020-03-19,Taiwan,Taipei
EPI_ISL_419548,2020-03-15,Germany,Duesseldorf
EPI_ISL_418019,2020-03-15,Portugal,
EPI_ISL_420902,2020-03-13,Germany,Munich
EPI_ISL_421752,2020-03-17,Luxembourg,
EPI_ISL_408666,2020-01-31,Japan,Tokyo
EPI_ISL_416481,2020-03-16,Georgia,Tbilisi
EPI_ISL_406031,2020-01-23,Taiwan,Kaohsiung
EPI_ISL_420889,2020-02-14,Japan,
EPI_ISL_420569,2020-03-23,Italy,Abruzzo
EPI_ISL_419671,2020-03-19,Austria,
EPI_ISL_418402,2020-03-14,Finland,
EPI_ISL_421477,2020-03-21,Portugal,
EPI_ISL_414527,2020-02-09,Hong Kong,
EPI_ISL_406862,2020-01-28,Germany,Bavaria
EPI_ISL_420126,2020-03-12,Spain,Comunitat Valenciana
EPI_ISL_426179,2020-03-02,India,
EPI_ISL_418861,2020-03-24,Spain,Barcelona
EPI_ISL_418408,2020-03-14,Finland,Helsinki
EPI_ISL_419541,2020-03-14,Germany,Duesseldorf
EPI_ISL_425123,2020-03-17,Germany,Duesseldorf
EPI_ISL_420556,2020-XX-XX,India,
EPI_ISL_418399,2020-03-13,Finland,
EPI_ISL_414598,2020-03-05,Spain,Comunitat Valenciana
EPI_ISL_419569,2020-03-07,Luxembourg,
EPI_ISL_417418,2020-03-01,Italy,Friuli Venezia Giulia
EPI_ISL_419542,2020-03-15,Germany,Duesseldorf
EPI_ISL_425217,2020-03-17,Spain,Comunitat Valenciana
EPI_ISL_410716,2020-02-04,Singapore,
EPI_ISL_416742,2020-02-XX,Czech Republic,Prague
EPI_ISL_420838,2020-03-22,Democratic Republic of the Congo,Kinshasa
EPI_ISL_420108,2020-03-10,Singapore,
EPI_ISL_421172,2020-03-09,Spain,Madrid
EPI_ISL_418840,2020-03-12,Canada,British Columbia
EPI_ISL_426167,2020-02-23,South Korea,
EPI_ISL_419540,2020-03-16,Germany,Duesseldorf
EPI_ISL_425193,2020-03-17,Spain,Comunitat Valenciana
EPI_ISL_420549,2020-03-03,India,
EPI_ISL_421664,2020-03-10,India,
EPI_ISL_417950,2020-03-20,Democratic Republic of the Congo,Kinshasa
EPI_ISL_417991,2020-03-08,Portugal,
EPI_ISL_418829,2020-03-10,Canada,British Columbia
EPI_ISL_410713,2020-01-27,Singapore,
EPI_ISL_418362,2020-03-10,Canada,Ontario
EPI_ISL_417459,2020-03-11,Germany,Duesseldorf
EPI_ISL_420551,2020-03-03,India,
EPI_ISL_417921,2020-03-01,Italy,Rome
EPI_ISL_418256,2020-03-14,Italy,Abruzzo
EPI_ISL_418020,2020-03-16,Portugal,
EPI_ISL_424344,2020-03-04,Italy,Rome
EPI_ISL_418389,2020-03-13,Finland,
EPI_ISL_418381,2020-XX-XX,Canada,Ontario
EPI_ISL_418853,2020-03-11,Canada,British Columbia
EPI_ISL_425118,2020-01-30,South Korea,
EPI_ISL_418353,2020-03-09,Canada,Ontario
EPI_ISL_421515,2020-03-07,Spain,Comunitat_Valenciana
EPI_ISL_418004,2020-03-12,Portugal,
EPI_ISL_413523,2020-01-31,India,Kerala
EPI_ISL_420084,2020-03-21,Taiwan,
EPI_ISL_418331,2020-03-08,Canada,Ontario
EPI_ISL_418855,2020-03-11,Canada,British Columbia
EPI_ISL_415454,2020-02-28,Switzerland,
EPI_ISL_419543,2020-03-15,Germany,Duesseldorf
EPI_ISL_419305,2020-03-18,Japan,Saitama
EPI_ISL_419227,2020-02-15,Hong Kong,
EPI_ISL_420150,2020-03-09,Norway,
EPI_ISL_418209,2020-03-03,Senegal,Dakar
EPI_ISL_418836,2020-03-10,Canada,British Columbia
EPI_ISL_420554,2020-XX-XX,India,
EPI_ISL_420907,2020-03-16,Germany,Munich
EPI_ISL_418409,2020-03-14,Finland,Helsinki
EPI_ISL_420841,2020-03-22,Democratic Republic of the Congo,Sud Kivu
EPI_ISL_420141,2020-03-10,Norway,
EPI_ISL_422421,2020-03-19,Taiwan,Taipei
EPI_ISL_426356,2020-03-21,Czech Republic,Central Czechia and Prague
EPI_ISL_418328,2020-03-20,Canada,Ontario
EPI_ISL_424971,2020-03-17,Taiwan,Taoyuan
EPI_ISL_416598,2020-02-16,Japan,unknown
EPI_ISL_418374,2020-03-11,Canada,Ontario
EPI_ISL_419532,2020-03-11,Germany,Duesseldorf
EPI_ISL_415700,2020-02-28,Switzerland,
EPI_ISL_418375,2020-03-12,Canada,Ontario
EPI_ISL_414477,2020-03-01,Czech Republic,Usti nad Labem
EPI_ISL_412873,2020-02-06,South Korea,Chungcheongnam-do
EPI_ISL_422430,2020-03-13,Singapore,
EPI_ISL_420563,2020-03-18,Italy,Teramo
EPI_ISL_413014,2020-01-25,Canada,Ontario
EPI_ISL_419655,2020-02-26,Austria,Vienna
EPI_ISL_420899,2020-03-11,Germany,Munich
EPI_ISL_420552,2020-XX-XX,India,
EPI_ISL_419579,2020-03-14,Luxembourg,
EPI_ISL_420545,2020-03-03,India,
EPI_ISL_416478,2020-03-14,Georgia,Tbilisi
EPI_ISL_426181,2020-02-23,South Korea,
EPI_ISL_414487,2020-03-04,Ireland,Cork
EPI_ISL_413592,2020-03-02,Taiwan,Taipei
EPI_ISL_426182,2020-02-09,South Korea,
EPI_ISL_416601,2020-02-16,Japan,unknown
EPI_ISL_420849,2020-03-28,Democratic Republic of the Congo,Kinshasa
EPI_ISL_419539,2020-03-15,Germany,Duesseldorf
EPI_ISL_418388,2020-03-13,Finland,
EPI_ISL_422428,2020-02-06,Singapore,
EPI_ISL_422422,2020-03-19,Taiwan,Taipei
EPI_ISL_418009,2020-03-15,Portugal,
EPI_ISL_416589,2020-02-16,Japan,unknown
EPI_ISL_420906,2020-03-16,Germany,Munich
EPI_ISL_418015,2020-03-09,Portugal,
EPI_ISL_419215,2020-02-10,Hong Kong,
EPI_ISL_420070,2020-03-17,Senegal,Dakar
EPI_ISL_420142,2020-03-30,Georgia,Tbilisi
EPI_ISL_421480,2020-03-21,Portugal,
EPI_ISL_421747,2020-03-17,Luxembourg,
EPI_ISL_418002,2020-03-11,Portugal,
EPI_ISL_425125,2020-03-18,Germany,Duesseldorf
EPI_ISL_414015,2020-02-29,Brazil,Sao Paulo
EPI_ISL_421662,2020-03-10,India,
EPI_ISL_421449,2020-03-18,Portugal,
EPI_ISL_422437,2020-03-25,Italy,Veneto
EPI_ISL_418217,2020-03-13,Senegal,Mbour
EPI_ISL_419573,2020-03-11,Luxembourg,
EPI_ISL_415703,2020-03-01,Switzerland,
EPI_ISL_418397,2020-03-13,Finland,
EPI_ISL_419297,2020-03-10,Japan,Chiba
EPI_ISL_420568,2020-03-23,Italy,Abruzzo
EPI_ISL_419564,2020-03-15,Luxembourg,
EPI_ISL_419221,2020-02-11,Hong Kong,
EPI_ISL_414499,2020-02-26,Germany,North Rhine Westphalia
EPI_ISL_421488,2020-03-22,Portugal,
EPI_ISL_419583,2020-03-15,Luxembourg,
EPI_ISL_419582,2020-03-13,Luxembourg,
EPI_ISL_419591,2020-03-14,Luxembourg,
EPI_ISL_417458,2020-03-11,Germany,Duesseldorf
EPI_ISL_419589,2020-03-15,Luxembourg,
EPI_ISL_416614,2020-02-17,Japan,unknown
EPI_ISL_415702,2020-03-02,Switzerland,
EPI_ISL_417988,2020-03-05,Portugal,
EPI_ISL_419570,2020-03-12,Luxembourg,
EPI_ISL_416565,2020-02-15,Japan,unknown
EPI_ISL_420583,2020-03-23,Italy,Abruzzo
